,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[  4.31256635  10.11897867  15.925391    21.73180333  27.53821566
  33.34462799  39.15104031  44.95745264  50.76386497  56.5702773
  62.37668963  68.18310195  73.98951428  79.79592661  85.60233894
  91.40875127  97.21516359 103.02157592 108.82798825]","[ -7.32771481   2.03265614  10.8368696   19.13306264  26.96397291
  34.36767501  41.37819962  48.02605647  54.33867823  60.34079887
  66.0547776   71.50087715  76.69750387  81.66141559  86.40790209
  90.95094245  95.30334252  99.4768555  103.48228793]","[ -8.82639679   0.5567818    9.5513438   18.15728921  26.37461804
  34.20333029  41.64342595  48.69490503  55.35776752  61.63201343
  67.51764275  73.01465549  78.12305164  82.84283121  87.17399419
  91.11654059  94.6704704   97.83578363 100.61248028]","[ -7.97011851   1.92851452  11.00744724  19.40720772  27.23395344
  34.56998726  41.4805067   48.01810512  54.22587177  60.13958605
  65.78930772  71.20055326  76.39518196  81.39207404  86.20765727
  90.85632092  95.35074526  99.70216633 103.92059091]",para,"[40.0, 90.0]","[7.0, 11.5]","[41.643425951684634, 91.1165405908681]"
sse,4669.340503790678,4460.958784519689,4391.012746585392,4492.679508087027,para,"[40.0, 90.0]","[7.0, 11.5]","[41.643425951684634, 91.1165405908681]"
params,[-42.13873228  11.61282466   0.        ],[  298.39009247 -4839.64503552    11.83043225],[-97.88202253  25.37283911  -0.77723317],[-3.77776825e+02  2.70988856e+02  2.24268930e-01],para,"[40.0, 90.0]","[7.0, 11.5]","[41.643425951684634, 91.1165405908681]"
stim_val,"[7.0, 11.5]","[7.0, 11.5]","[7.0, 11.5]","[7.0, 11.5]",para,"[40.0, 90.0]","[7.0, 11.5]","[41.643425951684634, 91.1165405908681]"
fitted_val,"[39.151040314544694, 91.40875126650982]","[41.37819962212984, 90.9509424456553]","[41.643425951684634, 91.1165405908681]","[41.480506696116834, 90.85632092345662]",para,"[40.0, 90.0]","[7.0, 11.5]","[41.643425951684634, 91.1165405908681]"
