,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[ -7.55486621  -3.62771468   0.29943684   4.22658836   8.15373989
  12.08089141  16.00804293  19.93519446  23.86234598  27.7894975
  31.71664903  35.64380055  39.57095207  43.4981036   47.42525512
  51.35240664  55.27955817  59.20670969  63.13386121  67.06101274
  70.98816426  74.91531579  78.84246731  82.76961883  86.69677036
  90.62392188  94.5510734   98.47822493 102.40537645]","[-9.99373285 -5.47391941 -1.00454406  3.4152328   7.78623224 12.1092573
 16.38509348 20.61450926 24.79825648 28.93707086 33.03167239 37.08276576
 41.09104077 45.0571727  48.98182272 52.86563823 56.70925324 60.5132887
 64.27835282 68.00504143 71.69393827 75.34561531 78.96063301 82.53954066
 86.08287662 89.5911686  93.06493393 96.50467979 99.9109035 ]","[ -8.46098875  -4.33151063  -0.2170197    3.88248401   7.96700053
  12.03652983  16.09107194  20.13062683  24.15519453  28.16477501
  32.1593683   36.13897438  40.10359325  44.05322492  47.98786938
  51.90752664  55.81219669  59.70187954  63.57657519  67.43628363
  71.28100486  75.11073889  78.92548572  82.72524533  86.51001775
  90.27980296  94.03460097  97.77441177 101.49923536]","[ -6.18400089  -2.67451351   0.91208033   4.55712308   8.24943133
  11.98151472  15.74799023  19.54479494  23.36874937  27.21729509
  31.08832738  34.98008332  38.89106403  42.81997896  46.7657049
  50.7272551   54.70375561  58.69442681  62.69856875  66.71554945
  70.74479536  74.78578351  78.83803507  82.90110992  86.97460209
  91.05813591  95.1513627   99.25395791 103.36561873]",expo,"[40.0, 90.0]","[7.0, 13.5]","[38.89106402502981, 91.05813591172704]"
sse,1766.8538245915258,1783.04203859917,1763.357640080974,1759.7003698229566,expo,"[40.0, 90.0]","[7.0, 13.5]","[38.89106402502981, 91.05813591172704]"
params,[-15.40916925   7.85430305   0.        ],[   795.53752938 -71379.02618632     87.61111857],[-16.76490662   8.33389228  -0.02997441],[-12.68987729   6.50587639   1.06399898],expo,"[40.0, 90.0]","[7.0, 13.5]","[38.89106402502981, 91.05813591172704]"
stim_val,"[7.0, 13.5]","[7.0, 13.5]","[7.0, 13.5]","[7.0, 13.5]",expo,"[40.0, 90.0]","[7.0, 13.5]","[38.89106402502981, 91.05813591172704]"
fitted_val,"[39.57095207460014, 90.62392187869189]","[41.09104076647736, 89.59116860073823]","[40.1035932489262, 90.27980296005072]","[38.89106402502981, 91.05813591172704]",expo,"[40.0, 90.0]","[7.0, 13.5]","[38.89106402502981, 91.05813591172704]"
